rank,finalWorth,personName,age,country,source,industries,countryOfCitizenship,organization,selfMade,gender,title,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age with Median,Age with Median (bins),Age Numerical,Age Numerical (bins),Age Bins
580,4700,Gayle Benson,76,United States,New Orleans Saints,Sports,United States,Unknown,FALSE,FEMALE,,1947,1,26,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,76,75,76,75,More than 21
624,4400,Margot Birmingham Perot,89,United States,"Computer services, real estate",Technology,United States,Unknown,FALSE,FEMALE,,1933,11,15,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,89,85,89,85,More than 21
636,4300,Johnelle Hunt,91,United States,Trucking,Logistics,United States,Unknown,TRUE,FEMALE,,1932,1,4,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,91,90,91,90,More than 21
636,4300,Marian Ilitch,90,United States,Little Caesars Pizza,Food & Beverage,United States,Unknown,TRUE,FEMALE,,1933,1,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,90,90,90,90,More than 21
636,4300,Gwendolyn Sontheim Meyer,61,United States,Cargill,Food & Beverage,United States,Unknown,FALSE,FEMALE,,1961,10,27,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,61,60,61,60,More than 21
659,4200,Jean (Gigi) Pritzker,60,United States,"Hotels, investments",Service,United States,Unknown,FALSE,FEMALE,,1962,7,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,60,60,60,60,More than 21
659,4200,Lynsi Snyder,40,United States,In-N-Out Burger,Food & Beverage,United States,Unknown,FALSE,FEMALE,,1982,5,5,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,40,40,40,40,More than 21
679,4100,Mary Alice Dorrance Malone,73,United States,Campbell Soup,Food & Beverage,United States,Unknown,FALSE,FEMALE,,1950,2,3,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,73,70,73,70,More than 21
699,4000,Elisabeth DeLuca & family,75,United States,Subway,Food & Beverage,United States,Unknown,FALSE,FEMALE,,1947,7,25,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,75,75,75,75,More than 21
699,4000,Gail Miller,79,United States,Car dealerships,Automotive,United States,Unknown,TRUE,FEMALE,,1943,10,14,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,79,75,79,75,More than 21
721,3900,Marianne Liebmann,69,United States,Cargill,Food & Beverage,United States,Unknown,FALSE,FEMALE,,1953,7,11,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,69,65,69,65,More than 21
905,3200,Lynn Schusterman & family,84,United States,"Oil & gas, investments",Energy,United States,Unknown,FALSE,FEMALE,,1939,1,21,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,84,80,84,80,More than 21
905,3200,Pat Stryker,66,United States,Medical equipment,Healthcare,United States,Unknown,FALSE,FEMALE,,1956,4,6,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,66,65,66,65,More than 21
949,3100,Aerin Lauder,52,United States,Estee Lauder,Fashion & Retail,United States,Unknown,FALSE,FEMALE,,1970,4,23,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,52,50,52,50,More than 21
1067,2800,Eleanor Butt Crook & family,90,United States,Supermarkets,Fashion & Retail,United States,Unknown,FALSE,FEMALE,,1932,7,21,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,90,90,90,90,More than 21
1104,2700,Maggie Hardy,57,United States,Building materials,Service,United States,Unknown,FALSE,FEMALE,,1965,12,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,57,55,57,55,More than 21
1217,2500,Susan Alfond,77,United States,Shoes,Fashion & Retail,United States,Unknown,FALSE,FEMALE,,1945,7,19,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,77,75,77,75,More than 21
1217,2500,Peggy Cherng,75,United States,Fast food,Food & Beverage,United States,Unknown,TRUE,FEMALE,,1947,12,18,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,75,75,75,75,More than 21
1217,2500,Eren Ozmen,64,United States,Aerospace,Manufacturing,United States,Unknown,TRUE,FEMALE,,1958,9,3,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,64,60,64,60,More than 21
1272,2400,Catherine Lozick,77,United States,Valve manufacturing,Manufacturing,United States,Unknown,FALSE,FEMALE,,1945,5,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,77,75,77,75,More than 21
1368,2200,Alice Schwartz,96,United States,Biotech,Healthcare,United States,Unknown,TRUE,FEMALE,,1926,7,2,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,96,95,96,95,More than 21
1434,2100,Jane Goldman,67,United States,Real estate,Real Estate,United States,Unknown,FALSE,FEMALE,,1955,7,29,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,67,65,67,65,More than 21
1434,2100,Barbara Tyson,74,United States,Food processing,Food & Beverage,United States,Unknown,FALSE,FEMALE,,1949,3,6,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,74,70,74,70,More than 21
1516,2000,Amy Goldman Fowler,68,United States,Real estate,Real Estate,United States,Unknown,FALSE,FEMALE,,1954,4,19,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,68,65,68,65,More than 21
1516,2000,Diane Kemper,77,United States,Real estate,Real Estate,United States,Unknown,FALSE,FEMALE,,1945,7,21,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,77,75,77,75,More than 21
1516,2000,Linda Pritzker,69,United States,"Hotels, investments",Service,United States,Unknown,FALSE,FEMALE,,1953,9,14,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,69,65,69,65,More than 21
1575,1900,Alexandra Daitch,60,United States,Cargill,Food & Beverage,United States,Unknown,FALSE,FEMALE,,1963,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,60,60,60,60,More than 21
